"시도별(17개)","규모별","직종별","항목","단위","2022. 1/2","2022. 2/2","2023. 1/2","2023. 2/2","2024. 1/2","2024. 2/2","2025. 1/2","2025. 2/2",
"전국","전규모(1인이상)","131 컴퓨터 하드웨어ㆍ통신공학 기술자","부족률","%","3.3","3.4","2.8","2.9","3.5","2.6","3.2","1.6",
"전국","전규모(1인이상)","132 컴퓨터시스템 전문가","현원","명","17255","18639","17056","19021","18809","19360","16662","16246",
"전국","전규모(1인이상)","132 컴퓨터시스템 전문가","구인인원","명","1051","1370","957","467","522","676","683","490",
"전국","전규모(1인이상)","132 컴퓨터시스템 전문가","채용인원","명","719","1180","754","311","457","448","618","480",
"전국","전규모(1인이상)","132 컴퓨터시스템 전문가","미충원인원","명","332","190","203","156","65","228","65","10",
"전국","전규모(1인이상)","132 컴퓨터시스템 전문가","부족인원","명","797","366","435","668","462","1056","1021","279",
"전국","전규모(1인이상)","132 컴퓨터시스템 전문가","채용계획인원","명","827","323","357","667","387","631","1022","285",
"전국","전규모(1인이상)","132 컴퓨터시스템 전문가","부족률","%","4.4","1.9","2.5","3.4","2.4","5.2","5.8","1.7",
"전국","전규모(1인이상)","133 소프트웨어 개발자","현원","명","279214","288651","303039","325738","320204","318626","326290","326832",
"전국","전규모(1인이상)","133 소프트웨어 개발자","구인인원","명","23717","23226","22614","21579","18670","18022","16932","15437",
"전국","전규모(1인이상)","133 소프트웨어 개발자","채용인원","명","17413","16539","16423","15669","14887","14461","13224","11955",
"전국","전규모(1인이상)","133 소프트웨어 개발자","미충원인원","명","6304","6687","6191","5910","3783","3561","3708","3482",
"전국","전규모(1인이상)","133 소프트웨어 개발자","부족인원","명","20192","18040","17390","17972","15101","13352","13056","11317",
"전국","전규모(1인이상)","133 소프트웨어 개발자","채용계획인원","명","20009","17963","17069","17517","14960","13162","13196","11498",
"전국","전규모(1인이상)","133 소프트웨어 개발자","부족률","%","6.7","5.9","5.4","5.2","4.5","4","3.8","3.3",
"전국","전규모(1인이상)","134 데이터ㆍ네트워크 및 시스템 운영 전문가","현원","명","113857","115099","117705","112976","120873","123598","120043","122091",
"전국","전규모(1인이상)","134 데이터ㆍ네트워크 및 시스템 운영 전문가","구인인원","명","7152","5938","5965","5427","5893","5832","6567","5212",
"전국","전규모(1인이상)","134 데이터ㆍ네트워크 및 시스템 운영 전문가","채용인원","명","5681","4834","4739","4113","4952","4119","5324","4393",
"전국","전규모(1인이상)","134 데이터ㆍ네트워크 및 시스템 운영 전문가","미충원인원","명","1471","1104","1226","1314","941","1713","1243","819",
"전국","전규모(1인이상)","134 데이터ㆍ네트워크 및 시스템 운영 전문가","부족인원","명","5356","4570","4073","3894","3201","3981","3274","2853",
"전국","전규모(1인이상)","134 데이터ㆍ네트워크 및 시스템 운영 전문가","채용계획인원","명","5606","4526","4081","3702","3185","4024","3289","2873",
"전국","전규모(1인이상)","134 데이터ㆍ네트워크 및 시스템 운영 전문가","부족률","%","4.5","3.8","3.3","3.3","2.6","3.1","2.7","2.3",
"전국","전규모(1인이상)","135 정보보안 전문가","현원","명","17425","18541","17797","19791","20440","20505","21223","20673",
"전국","전규모(1인이상)","135 정보보안 전문가","구인인원","명","910","1189","1006","1019","985","917","863","733",
"전국","전규모(1인이상)","135 정보보안 전문가","채용인원","명","818","1018","800","801","821","782","708","630",
"전국","전규모(1인이상)","135 정보보안 전문가","미충원인원","명","92","171","206","218","164","135","155","103",
"전국","전규모(1인이상)","135 정보보안 전문가","부족인원","명","847","774","564","686","729","527","548","475",
"전국","전규모(1인이상)","135 정보보안 전문가","채용계획인원","명","848","774","563","690","718","527","544","473",
"전국","전규모(1인이상)","135 정보보안 전문가","부족률","%","4.6","4","3.1","3.4","3.4","2.5","2.5","2.2",
"전국","전규모(1인이상)","136 통신ㆍ방송송출 장비 기사","현원","명","4878","4834","4573","5248","6748","6446","6123","6417",
"전국","전규모(1인이상)","136 통신ㆍ방송송출 장비 기사","구인인원","명","81","197","105","69","80","75","69","116",
"전국","전규모(1인이상)","136 통신ㆍ방송송출 장비 기사","채용인원","명","81","100","91","69","80","75","48","85",
"전국","전규모(1인이상)","136 통신ㆍ방송송출 장비 기사","미충원인원","명","0","97","14","0","0","0","21","31",
"전국","전규모(1인이상)","136 통신ㆍ방송송출 장비 기사","부족인원","명","38","123","12","147","62","19","76","48",
"전국","전규모(1인이상)","136 통신ㆍ방송송출 장비 기사","채용계획인원","명","38","123","12","147","59","19","34","45",
"전국","전규모(1인이상)","136 통신ㆍ방송송출 장비 기사","부족률","%",".8","2.5",".3","2.7",".9",".3","1.2",".7",
"전국","전규모(1인이상)","140 건축ㆍ토목 공학 기술자 및 시험원","현원","명","410651","414030","424596","405600","427467","409438","421616","409105",
"전국","전규모(1인이상)","140 건축ㆍ토목 공학 기술자 및 시험원","구인인원","명","24987","22160","24845","19035","23349","18245","19807","18092",
"전국","전규모(1인이상)","140 건축ㆍ토목 공학 기술자 및 시험원","채용인원","명","22269","18770","22278","15824","21246","16552","18555","16269",
"전국","전규모(1인이상)","140 건축ㆍ토목 공학 기술자 및 시험원","미충원인원","명","2718","3390","2567","3211","2103","1693","1252","1823",
"전국","전규모(1인이상)","140 건축ㆍ토목 공학 기술자 및 시험원","부족인원","명","11113","11117","9527","9734","8889","8476","7419","6092",
"전국","전규모(1인이상)","140 건축ㆍ토목 공학 기술자 및 시험원","채용계획인원","명","11207","10942","9236","9543","8205","8299","6894","6194",
"전국","전규모(1인이상)","140 건축ㆍ토목 공학 기술자 및 시험원","부족률","%","2.6","2.6","2.2","2.3","2","2","1.7","1.5",
"전국","전규모(1인이상)","151 기계ㆍ로봇공학 기술자 및 시험원","현원","명","187312","188143","193787","191212","182845","187033","191321","186354",
"전국","전규모(1인이상)","151 기계ㆍ로봇공학 기술자 및 시험원","구인인원","명","8722","8119","9180","6798","8429","7287","6724","5598",
"전국","전규모(1인이상)","151 기계ㆍ로봇공학 기술자 및 시험원","채용인원","명","6968","6397","7329","4772","6522","5783","5346","4445",
"전국","전규모(1인이상)","151 기계ㆍ로봇공학 기술자 및 시험원","미충원인원","명","1754","1722","1851","2026","1907","1504","1378","1153",
"전국","전규모(1인이상)","151 기계ㆍ로봇공학 기술자 및 시험원","부족인원","명","5297","5382","5595","5348","4827","4595","4043","3644",
"전국","전규모(1인이상)","151 기계ㆍ로봇공학 기술자 및 시험원","채용계획인원","명","5357","5425","5614","5180","4942","4361","3863","3663",
"전국","전규모(1인이상)","151 기계ㆍ로봇공학 기술자 및 시험원","부족률","%","2.8","2.8","2.8","2.7","2.6","2.4","2.1","1.9",
"전국","전규모(1인이상)","152 금속ㆍ재료공학 기술자 및 시험원","현원","명","37617","37928","36841","34288","33147","30835","31118","29835",
"전국","전규모(1인이상)","152 금속ㆍ재료공학 기술자 및 시험원","구인인원","명","1305","1242","1425","1082","1613","1391","1478","1169",
"전국","전규모(1인이상)","152 금속ㆍ재료공학 기술자 및 시험원","채용인원","명","1020","1004","1119","914","1325","1116","1133","889",
"전국","전규모(1인이상)","152 금속ㆍ재료공학 기술자 및 시험원","미충원인원","명","285","238","306","168","288","275","345","280",
"전국","전규모(1인이상)","152 금속ㆍ재료공학 기술자 및 시험원","부족인원","명","939","830","815","498","616","649","664","465",
"전국","전규모(1인이상)","152 금속ㆍ재료공학 기술자 및 시험원","채용계획인원","명","921","883","824","506","595","649","658","463",
"전국","전규모(1인이상)","152 금속ㆍ재료공학 기술자 및 시험원","부족률","%","2.4","2.1","2.2","1.4","1.8","2.1","2.1","1.5",
"전국","전규모(1인이상)","153 전기ㆍ전자공학 기술자 및 시험원","현원","명","235417","242701","241888","240747","243663","250369","252473","249071",
"전국","전규모(1인이상)","153 전기ㆍ전자공학 기술자 및 시험원","구인인원","명","11309","10993","10272","8731","8279","9136","8873","7919",
"전국","전규모(1인이상)","153 전기ㆍ전자공학 기술자 및 시험원","채용인원","명","9160","8592","8187","7004","6920","7456","7471","6467",
"전국","전규모(1인이상)","153 전기ㆍ전자공학 기술자 및 시험원","미충원인원","명","2149","2401","2085","1727","1359","1680","1402","1452",
"전국","전규모(1인이상)","153 전기ㆍ전자공학 기술자 및 시험원","부족인원","명","6600","6887","7172","5899","4887","5301","5355","4580",
"전국","전규모(1인이상)","153 전기ㆍ전자공학 기술자 및 시험원","채용계획인원","명","6741","7514","7062","5834","4717","5419","4814","4742",
"전국","전규모(1인이상)","153 전기ㆍ전자공학 기술자 및 시험원","부족률","%","2.7","2.8","2.9","2.4","2","2.1","2.1","1.8",
"전국","전규모(1인이상)","154 화학공학 기술자 및 시험원","현원","명","67809","68396","68167","65827","67157","65157","68610","68217",
"전국","전규모(1인이상)","154 화학공학 기술자 및 시험원","구인인원","명","3717","2940","3319","2651","2435","2250","2611","2452",
"전국","전규모(1인이상)","154 화학공학 기술자 및 시험원","채용인원","명","2858","2163","2646","2073","2005","1950","2164","2032",
"전국","전규모(1인이상)","154 화학공학 기술자 및 시험원","미충원인원","명","859","777","673","578","430","300","447","420",
"전국","전규모(1인이상)","154 화학공학 기술자 및 시험원","부족인원","명","2355","2618","1886","1944","1585","1123","2123","1892",
"전국","전규모(1인이상)","154 화학공학 기술자 및 시험원","채용계획인원","명","2190","2541","1893","1836","1438","1142","1803","1760",
"전국","전규모(1인이상)","154 화학공학 기술자 및 시험원","부족률","%","3.4","3.7","2.7","2.9","2.3","1.7","3","2.7",
"전국","전규모(1인이상)","155 에너지ㆍ환경공학 기술자 및 시험원","현원","명","40467","41569","42530","44466","45854","47491","50390","50465",
"전국","전규모(1인이상)","155 에너지ㆍ환경공학 기술자 및 시험원","구인인원","명","2744","2200","2399","2069","2422","1903","2578","1773",
"전국","전규모(1인이상)","155 에너지ㆍ환경공학 기술자 및 시험원","채용인원","명","2330","1843","1889","1658","2086","1685","2346","1440",
"전국","전규모(1인이상)","155 에너지ㆍ환경공학 기술자 및 시험원","미충원인원","명","414","357","510","411","336","218","232","333",
"전국","전규모(1인이상)","155 에너지ㆍ환경공학 기술자 및 시험원","부족인원","명","1917","1395","1335","1284","1243","1067","1521","970",
"전국","전규모(1인이상)","155 에너지ㆍ환경공학 기술자 및 시험원","채용계획인원","명","1644","1396","1374","1273","1360","1187","1473","1029",
"전국","전규모(1인이상)","155 에너지ㆍ환경공학 기술자 및 시험원","부족률","%","4.5","3.2","3","2.8","2.6","2.2","2.9","1.9",
"전국","전규모(1인이상)","156 섬유공학 기술자 및 시험원","현원","명","6751","7100","7136","3950","3334","3702","3927","4076",
"전국","전규모(1인이상)","156 섬유공학 기술자 및 시험원","구인인원","명","383","151","249","163","73","92","133","114",
"전국","전규모(1인이상)","156 섬유공학 기술자 및 시험원","채용인원","명","342","124","199","141","63","82","107","80",
"전국","전규모(1인이상)","156 섬유공학 기술자 및 시험원","미충원인원","명","41","27","50","22","10","10","26","34",
"전국","전규모(1인이상)","156 섬유공학 기술자 및 시험원","부족인원","명","149","136","60","152","29","56","56","41",
"전국","전규모(1인이상)","156 섬유공학 기술자 및 시험원","채용계획인원","명","149","136","65","148","29","52","52","41",
"전국","전규모(1인이상)","156 섬유공학 기술자 및 시험원","부족률","%","2.2","1.9",".8","3.7",".9","1.5","1.4","1",
