"한국표준직업분류 개정7차","성별","경력구분","항목","단위","2020 년","2021 년","2022 년","2023 년","2024 년","2025 년",
"공공기관 및 기업 고위직(11)","남","10년이상","전년도 연간특별급여","천원","65137","38898","47741","47107","40002","70892",
"공공기관 및 기업 고위직(11)","남","10년이상","총근로시간","시간","173.9","175.5","162.6","167.2","152.7","152.7",
"공공기관 및 기업 고위직(11)","남","10년이상","근로자수","명","710","459","938","1613","1705","933",
"공공기관 및 기업 고위직(11)","여","전경력","월임금총액","천원","14406","14171","16337","17426","18901","19812",
"공공기관 및 기업 고위직(11)","여","전경력","월급여액","천원","13284","13218","14540","14806","15830","16378",
"공공기관 및 기업 고위직(11)","여","전경력","전년도연간특별급여/12개월","천원","1122","953","1798","2620","3071","3434",
"공공기관 및 기업 고위직(11)","여","전경력","전년도 연간특별급여","천원","13464","11435","21573","31435","36854","41207",
"공공기관 및 기업 고위직(11)","여","전경력","총근로시간","시간","176","184.3","164.2","170","152.3","151.6",
"공공기관 및 기업 고위직(11)","여","전경력","근로자수","명","34","36","91","191","96","94",
"공공기관 및 기업 고위직(11)","여","1년미만","월임금총액","천원","9410","10092","9711","","10417","",
"공공기관 및 기업 고위직(11)","여","1년미만","월급여액","천원","9410","10092","9711","","10417","",
"공공기관 및 기업 고위직(11)","여","1년미만","전년도연간특별급여/12개월","천원","0","0","0","","0","",
"공공기관 및 기업 고위직(11)","여","1년미만","전년도 연간특별급여","천원","0","0","0","","0","",
"공공기관 및 기업 고위직(11)","여","1년미만","총근로시간","시간","176","176","168.1","","152","",
"공공기관 및 기업 고위직(11)","여","1년미만","근로자수","명","1","7","13","","8","",
"공공기관 및 기업 고위직(11)","여","1~3년미만","월임금총액","천원","9703","10200","14664","17316","13018","13589",
"공공기관 및 기업 고위직(11)","여","1~3년미만","월급여액","천원","9409","10200","10980","11865","12638","13589",
"공공기관 및 기업 고위직(11)","여","1~3년미만","전년도연간특별급여/12개월","천원","294","0","3684","5452","380","0",
"공공기관 및 기업 고위직(11)","여","1~3년미만","전년도 연간특별급여","천원","3522","0","44208","65419","4556","0",
"공공기관 및 기업 고위직(11)","여","1~3년미만","총근로시간","시간","176","176","160","168","152","157.6",
"공공기관 및 기업 고위직(11)","여","1~3년미만","근로자수","명","3","3","1","16","11","7",
"공공기관 및 기업 고위직(11)","여","3~5년미만","월임금총액","천원","","16231","16414","18668","16369","",
"공공기관 및 기업 고위직(11)","여","3~5년미만","월급여액","천원","","13559","13919","13562","13573","",
"공공기관 및 기업 고위직(11)","여","3~5년미만","전년도연간특별급여/12개월","천원","","2672","2495","5106","2796","",
"공공기관 및 기업 고위직(11)","여","3~5년미만","전년도 연간특별급여","천원","","32066","29942","61268","33551","",
"공공기관 및 기업 고위직(11)","여","3~5년미만","총근로시간","시간","","204.1","160","165.1","152","",
"공공기관 및 기업 고위직(11)","여","3~5년미만","근로자수","명","","11","9","24","6","",
"공공기관 및 기업 고위직(11)","여","5~10년미만","월임금총액","천원","13164","14871","15171","15623","18438","",
"공공기관 및 기업 고위직(11)","여","5~10년미만","월급여액","천원","13164","13614","14714","14032","15163","",
"공공기관 및 기업 고위직(11)","여","5~10년미만","전년도연간특별급여/12개월","천원","0","1257","457","1592","3275","",
"공공기관 및 기업 고위직(11)","여","5~10년미만","전년도 연간특별급여","천원","0","15082","5485","19100","39299","",
"공공기관 및 기업 고위직(11)","여","5~10년미만","총근로시간","시간","176","176","171.5","172.6","146.3","",
"공공기관 및 기업 고위직(11)","여","5~10년미만","근로자수","명","1","1","30","102","4","",
"공공기관 및 기업 고위직(11)","여","10년이상","월임금총액","천원","15150","15279","19654","20598","21164","20306",
"공공기관 및 기업 고위직(11)","여","10년이상","월급여액","천원","13842","14988","16376","17956","17270","16599",
"공공기관 및 기업 고위직(11)","여","10년이상","전년도연간특별급여/12개월","천원","1308","291","3278","2642","3894","3707",
"공공기관 및 기업 고위직(11)","여","10년이상","전년도 연간특별급여","천원","15692","3487","39335","31701","46727","44480",
"공공기관 및 기업 고위직(11)","여","10년이상","총근로시간","시간","176","176","158.2","167.6","152.8","151.2",
"공공기관 및 기업 고위직(11)","여","10년이상","근로자수","명","28","15","37","49","66","87",
"행정?경영 지원 및 마케팅 관리직(12)","전체","전경력","월임금총액","천원","12297","13444","14243","13816","14185","14990",
"행정?경영 지원 및 마케팅 관리직(12)","전체","전경력","월급여액","천원","10619","11515","12209","11936","12476","12731",
"행정?경영 지원 및 마케팅 관리직(12)","전체","전경력","전년도연간특별급여/12개월","천원","1678","1929","2034","1880","1708","2259",
"행정?경영 지원 및 마케팅 관리직(12)","전체","전경력","전년도 연간특별급여","천원","20133","23148","24405","22560","20499","27109",
"행정?경영 지원 및 마케팅 관리직(12)","전체","전경력","총근로시간","시간","176","177.1","162.3","167.9","153.5","153.6",
"행정?경영 지원 및 마케팅 관리직(12)","전체","전경력","근로자수","명","20398","16344","23904","38774","38986","32777",
"행정?경영 지원 및 마케팅 관리직(12)","전체","1년미만","월임금총액","천원","9634","10037","10752","9979","10191","10158",
"행정?경영 지원 및 마케팅 관리직(12)","전체","1년미만","월급여액","천원","9461","9994","10558","9952","10096","10082",
"행정?경영 지원 및 마케팅 관리직(12)","전체","1년미만","전년도연간특별급여/12개월","천원","173","44","193","26","95","76",
"행정?경영 지원 및 마케팅 관리직(12)","전체","1년미만","전년도 연간특별급여","천원","2071","522","2319","313","1143","907",
"행정?경영 지원 및 마케팅 관리직(12)","전체","1년미만","총근로시간","시간","174.5","176.2","160.1","167.4","149.6","157.2",
"행정?경영 지원 및 마케팅 관리직(12)","전체","1년미만","근로자수","명","573","474","521","929","944","808",
"행정?경영 지원 및 마케팅 관리직(12)","전체","1~3년미만","월임금총액","천원","11890","11823","12512","11283","11967","12738",
"행정?경영 지원 및 마케팅 관리직(12)","전체","1~3년미만","월급여액","천원","10308","10322","11016","10418","10740","11172",
"행정?경영 지원 및 마케팅 관리직(12)","전체","1~3년미만","전년도연간특별급여/12개월","천원","1582","1500","1496","865","1227","1566",
"행정?경영 지원 및 마케팅 관리직(12)","전체","1~3년미만","전년도 연간특별급여","천원","18987","18002","17951","10375","14728","18795",
"행정?경영 지원 및 마케팅 관리직(12)","전체","1~3년미만","총근로시간","시간","175","182.5","161.5","171.7","153.8","157",
"행정?경영 지원 및 마케팅 관리직(12)","전체","1~3년미만","근로자수","명","1145","1064","1260","2478","2186","1675",
"행정?경영 지원 및 마케팅 관리직(12)","전체","3~5년미만","월임금총액","천원","11496","13159","13153","13041","13337","14107",
"행정?경영 지원 및 마케팅 관리직(12)","전체","3~5년미만","월급여액","천원","10090","10890","11070","10902","11789","11476",
"행정?경영 지원 및 마케팅 관리직(12)","전체","3~5년미만","전년도연간특별급여/12개월","천원","1406","2269","2083","2139","1548","2631",
"행정?경영 지원 및 마케팅 관리직(12)","전체","3~5년미만","전년도 연간특별급여","천원","16869","27228","24994","25673","18582","31572",
"행정?경영 지원 및 마케팅 관리직(12)","전체","3~5년미만","총근로시간","시간","174.6","175.8","163.1","166.8","158.4","155.5",
"행정?경영 지원 및 마케팅 관리직(12)","전체","3~5년미만","근로자수","명","820","306","834","1656","1484","1529",
"행정?경영 지원 및 마케팅 관리직(12)","전체","5~10년미만","월임금총액","천원","12050","12590","13246","13944","14210","14240",
"행정?경영 지원 및 마케팅 관리직(12)","전체","5~10년미만","월급여액","천원","10260","10860","11598","11897","12337","12224",
"행정?경영 지원 및 마케팅 관리직(12)","전체","5~10년미만","전년도연간특별급여/12개월","천원","1790","1730","1648","2047","1872","2016",
"행정?경영 지원 및 마케팅 관리직(12)","전체","5~10년미만","전년도 연간특별급여","천원","21479","20755","19771","24566","22468","24191",
"행정?경영 지원 및 마케팅 관리직(12)","전체","5~10년미만","총근로시간","시간","176.3","180","163.6","168.2","157.5","156.3",
"행정?경영 지원 및 마케팅 관리직(12)","전체","5~10년미만","근로자수","명","1786","1192","2433","3340","2604","2506",
"행정?경영 지원 및 마케팅 관리직(12)","전체","10년이상","월임금총액","천원","12489","13778","14632","14168","14494","15405",
"행정?경영 지원 및 마케팅 관리직(12)","전체","10년이상","월급여액","천원","10749","11737","12464","12181","12710","13033",
"행정?경영 지원 및 마케팅 관리직(12)","전체","10년이상","전년도연간특별급여/12개월","천원","1740","2040","2168","1987","1783","2372",
"행정?경영 지원 및 마케팅 관리직(12)","전체","10년이상","전년도 연간특별급여","천원","20875","24485","26019","23845","21400","28464",
"행정?경영 지원 및 마케팅 관리직(12)","전체","10년이상","총근로시간","시간","176.1","176.5","162.3","167.6","153","152.9",
"행정?경영 지원 및 마케팅 관리직(12)","전체","10년이상","근로자수","명","16073","13308","18856","30371","31767","26259",
"행정?경영 지원 및 마케팅 관리직(12)","남","전경력","월임금총액","천원","12513","13651","14501","14093","14483","15246",
"행정?경영 지원 및 마케팅 관리직(12)","남","전경력","월급여액","천원","10784","11680","12401","12128","12751","12966",
"행정?경영 지원 및 마케팅 관리직(12)","남","전경력","전년도연간특별급여/12개월","천원","1729","1971","2101","1965","1733","2280",
"행정?경영 지원 및 마케팅 관리직(12)","남","전경력","전년도 연간특별급여","천원","20751","23653","25210","23583","20791","27363",
"행정?경영 지원 및 마케팅 관리직(12)","남","전경력","총근로시간","시간","175.7","177.2","162.4","168.1","154","153.4",
"행정?경영 지원 및 마케팅 관리직(12)","남","전경력","근로자수","명","18396","14970","21625","33576","33418","27954",
"행정?경영 지원 및 마케팅 관리직(12)","남","1년미만","월임금총액","천원","9782","10268","11057","10640","10489","11039",
